dataset,dataelement,shortname,code,categoryoptioncombo,dataelementuid,categoryoptioncombouid
2020 HF5 - Hospital Inpatients,Separation - Surgical_X,Separation Surgical,SEPARATION_SURGICAL,Death,vkQp0SBH6Tg,hpGaR3LmHNE
2020 HF5 - Hospital Inpatients,Separation - Surgical_X,Separation Surgical,SEPARATION_SURGICAL,Discharges,vkQp0SBH6Tg,GgiYi2Hk3qR
2020 HF5 - Hospital Inpatients,Separation - Surgical_X,Separation Surgical,SEPARATION_SURGICAL,Transfer out,vkQp0SBH6Tg,idRxLuaWznC
2020 HF5 - Hospital Inpatients,Separation - TB_X,Separation TB,SEPARATION_TB,Death,vjpQ4BXYo2k,hpGaR3LmHNE
2020 HF5 - Hospital Inpatients,Separation - TB_X,Separation TB,SEPARATION_TB,Discharges,vjpQ4BXYo2k,GgiYi2Hk3qR
2020 HF5 - Hospital Inpatients,Separation - TB_X,Separation TB,SEPARATION_TB,Transfer out,vjpQ4BXYo2k,idRxLuaWznC
2020 HF5 - Hospital Inpatients,Separation - Total_X,Separation Total,SEPARATION_TOTAL,Death,FDn89e9KjIy,hpGaR3LmHNE
2020 HF5 - Hospital Inpatients,Separation - Total_X,Separation Total,SEPARATION_TOTAL,Discharges,FDn89e9KjIy,GgiYi2Hk3qR
2020 HF5 - Hospital Inpatients,Separation - Total_X,Separation Total,SEPARATION_TOTAL,Transfer out,FDn89e9KjIy,idRxLuaWznC
2020 HF6 - Hospital Outpatients,Adverse Drug Reaction,Adverse Drug Reaction,ADVERSE_DRUG_REACTION,default,mOPCyWCAZTK,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,All other morbidities,All other morbidities,MORBIDITIES_OTHER,0-59m_X,Zzqk6XIJ7sf,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,All other morbidities,All other morbidities,MORBIDITIES_OTHER,5+y_X,Zzqk6XIJ7sf,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Child diagnosed with pneumonia,Child diagnosed with pneumonia,CHILD_PNEUMONIA,1-59m_X,O39QssfQQ4g,FixiELgKoS8
2020 HF6 - Hospital Outpatients,Child diagnosed with pneumonia,Child diagnosed with pneumonia,CHILD_PNEUMONIA,5-9y_X,O39QssfQQ4g,d1JWZk9UG4F
2020 HF6 - Hospital Outpatients,Child seen for curative care,Child seen curative care,CHILD_CURATIVE_CARE,1-59m_X,VYZMOuTUInB,FixiELgKoS8
2020 HF6 - Hospital Outpatients,Child seen for curative care,Child seen curative care,CHILD_CURATIVE_CARE,5-9y_X,VYZMOuTUInB,d1JWZk9UG4F
2020 HF6 - Hospital Outpatients,Child with Acute Respiratory Infection,Child with Acute Respiratory Infection,CHILD_ARI,1-59m_X,hJc3yiq8Uca,FixiELgKoS8
2020 HF6 - Hospital Outpatients,Child with Acute Respiratory Infection,Child with Acute Respiratory Infection,CHILD_ARI,5-9y_X,hJc3yiq8Uca,d1JWZk9UG4F
2020 HF6 - Hospital Outpatients,Child with diarrhoea,Child with diarrhoea,CHILD_DIARRHOEA,1-59m_X,HOyFREB0H4r,FixiELgKoS8
2020 HF6 - Hospital Outpatients,Child with diarrhoea,Child with diarrhoea,CHILD_DIARRHOEA,5-9y_X,HOyFREB0H4r,d1JWZk9UG4F
2020 HF6 - Hospital Outpatients,Child with diarrhoea treated with ORS and Zinc,Child with diarrhoea treated with ORS and Zinc,CHILD_DIARRHOEA_TREATED_ORS_ZINZ,1-59m_X,JpMbqTWgfJk,FixiELgKoS8
2020 HF6 - Hospital Outpatients,Child with diarrhoea treated with ORS and Zinc,Child with diarrhoea treated with ORS and Zinc,CHILD_DIARRHOEA_TREATED_ORS_ZINZ,5-9y_X,JpMbqTWgfJk,d1JWZk9UG4F
2020 HF6 - Hospital Outpatients,Child with diarrhoea treated with ORS only,Child with diarrhoea treated with ORS only,CHILD_DIARRHOEA_TREATED_ORS_ONLY,1-59m_X,JSE2TAGUYFB,FixiELgKoS8
2020 HF6 - Hospital Outpatients,Child with diarrhoea treated with ORS only,Child with diarrhoea treated with ORS only,CHILD_DIARRHOEA_TREATED_ORS_ONLY,5-9y_X,JSE2TAGUYFB,d1JWZk9UG4F
2020 HF6 - Hospital Outpatients,Child with pneumonia treated with antibiotics,Child with pneumonia treated with antibiotics,CHILD_PNEUMONIA_TREATED_ANTIBIOTIC,1-59m_X,MW3c5XpKcYi,FixiELgKoS8
2020 HF6 - Hospital Outpatients,Child with pneumonia treated with antibiotics,Child with pneumonia treated with antibiotics,CHILD_PNEUMONIA_TREATED_ANTIBIOTIC,5-9y_X,MW3c5XpKcYi,d1JWZk9UG4F
2020 HF6 - Hospital Outpatients,Child with pneumonia treated without antibiotics,Child with pneumonia trted without antibiotics,CHILD_PNEUMONIA_TREATED_WO_ANTIBIOTIC,1-59m_X,fhxHD5nOzK5,FixiELgKoS8
2020 HF6 - Hospital Outpatients,Child with pneumonia treated without antibiotics,Child with pneumonia trted without antibiotics,CHILD_PNEUMONIA_TREATED_WO_ANTIBIOTIC,5-9y_X,fhxHD5nOzK5,d1JWZk9UG4F
2020 HF6 - Hospital Outpatients,Dental/oral health case,Dental/Oral health,DENTAL_ORAL_HEALTH,default,fd8LnzZqQmz,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Diabetes follow-up,Diabetes follow-up,DIABETES_FUP,default,lhuH4wNJVM2,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Diabetes screening,Diabetes screening,DIABETES_SCREENING,default,OiFXunRtsuL,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Diabetes started treatment,Diabetes started treatment,DIABETES_TREATMENT_START,default,EJyHYoh1hZc,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Ears Nose and Throat case,Ears Nose and Throat case,ENT_CASE,default,wqcysADuLQ5,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_Burns,Emergency Trauma Burns,TRAUMA_BURNS,0-59m_X,M72vcUpyzcw,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_Burns,Emergency Trauma Burns,TRAUMA_BURNS,5+y_X,M72vcUpyzcw,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_Medical Emergency,Emergency Trauma ME,TRAUMA_MEDICAL,0-59m_X,BBo9uCPjYRs,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_Medical Emergency,Emergency Trauma ME,TRAUMA_MEDICAL,5+y_X,BBo9uCPjYRs,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_Other,Emergency Care Trauma Other,TRAUMA_OTHER,0-59m_X,ALTS7EQkGdB,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_Other,Emergency Care Trauma Other,TRAUMA_OTHER,5+y_X,ALTS7EQkGdB,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_RTA,Emergency Care Trauma RTA,TRAUMA_RTA,0-59m_X,TKkK2uNaO9C,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_RTA,Emergency Care Trauma RTA,TRAUMA_RTA,5+y_X,TKkK2uNaO9C,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_Trauma,Emergency Trauma,TRAUMA,0-59m_X,BpEkPeAhN8T,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Emergency Care Trauma_Trauma,Emergency Trauma,TRAUMA,5+y_X,BpEkPeAhN8T,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Epilepsy follow-up total,Epilepsy follow-up total,EPILEPSY_FUP_ TOTAL,default,nauRLEjBML9,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Epilepsy new,Epilepsy new,EPILEPSY_NEW,default,tm3C99zMLgU,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Eye/Ophthalmology case,Eye/Ophthalmology case,EYE_OPHTHALMOLOGY_CASE,default,BhFfy6k63As,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,FHC Antenatal client treated curative,ANC treated curative,FHC_ANC_TREATED_CURATIVE,default,ob3wLucT4Re,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,FHC Child 0-59 months,Child 0-59 months_FHC,FHC_CHILD_0_59M,default,lG6mseCH8ln,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,FHC Disabled patient,Disabled patient,FHC_DISABLED_PATIENT,default,wp37dDq3pIm,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,FHC EVD Survivor,EVD Survivor,FHC_EVD_SURVIVOR,default,tRZ5Uaj7Tu2,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,FHC Lactating mother treated curative,Lactating mother treated curative,FHC_LACTATING_MOTHER_CURATIVE,default,R2BPP8lsfzf,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Fever case - suspected Malaria,Fever case - suspected Mal,FEVER_SUSP_MALARA,0-59m_X,FJafyE1kzs4,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Fever case - suspected Malaria,Fever case - suspected Mal,FEVER_SUSP_MALARA,15+y_X,FJafyE1kzs4,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Fever case - suspected Malaria,Fever case - suspected Mal,FEVER_SUSP_MALARA,5-14y_X,FJafyE1kzs4,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (Microscopy) - Negative,Fever case tested for Mal (Microscopy) Neg,FEVER_TESTED_MALARIA_MICRO_NEG,0-59m_X,Rijj3Fp9ksg,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (Microscopy) - Negative,Fever case tested for Mal (Microscopy) Neg,FEVER_TESTED_MALARIA_MICRO_NEG,15+y_X,Rijj3Fp9ksg,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (Microscopy) - Negative,Fever case tested for Mal (Microscopy) Neg,FEVER_TESTED_MALARIA_MICRO_NEG,5-14y_X,Rijj3Fp9ksg,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (Microscopy) - Positive,Fever case tested for Mal (Microscopy) Pos,FEVER_TESTED_MALARIA_MICRO_POS,0-59m_X,Sz13vbo2Qwh,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (Microscopy) - Positive,Fever case tested for Mal (Microscopy) Pos,FEVER_TESTED_MALARIA_MICRO_POS,15+y_X,Sz13vbo2Qwh,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (Microscopy) - Positive,Fever case tested for Mal (Microscopy) Pos,FEVER_TESTED_MALARIA_MICRO_POS,5-14y_X,Sz13vbo2Qwh,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (RDT) - Negative,Fever case tested for Mal (RTD) Neg,FEVER_TESTED_MALARIA_RDT_NEG,0-59m_X,mXS2g1AiPsS,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (RDT) - Negative,Fever case tested for Mal (RTD) Neg,FEVER_TESTED_MALARIA_RDT_NEG,15+y_X,mXS2g1AiPsS,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (RDT) - Negative,Fever case tested for Mal (RTD) Neg,FEVER_TESTED_MALARIA_RDT_NEG,5-14y_X,mXS2g1AiPsS,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (RDT) - Positive,Fever case tested for Mal (RTD) Pos,FEVER_TESTED_MALARIA_RDT_POS,0-59m_X,p6zQLDFjSfd,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (RDT) - Positive,Fever case tested for Mal (RTD) Pos,FEVER_TESTED_MALARIA_RDT_POS,15+y_X,p6zQLDFjSfd,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Fever case tested for Malaria (RDT) - Positive,Fever case tested for Mal (RTD) Pos,FEVER_TESTED_MALARIA_RDT_POS,5-14y_X,p6zQLDFjSfd,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Gender based violence,Gender based violence,GENDER_BASED_VIOLENCE,0-9y_X,DFUonxMJccp,v7S5rNn2kUr
2020 HF6 - Hospital Outpatients,Gender based violence,Gender based violence,GENDER_BASED_VIOLENCE,10-14y_X,DFUonxMJccp,IO5GaijUisQ
2020 HF6 - Hospital Outpatients,Gender based violence,Gender based violence,GENDER_BASED_VIOLENCE,15-19y_X,DFUonxMJccp,beJzDXmJFzj
2020 HF6 - Hospital Outpatients,Gender based violence,Gender based violence,GENDER_BASED_VIOLENCE,20-24y_X,DFUonxMJccp,ENfegQ3aWUN
2020 HF6 - Hospital Outpatients,Gender based violence,Gender based violence,GENDER_BASED_VIOLENCE,25+y_X,DFUonxMJccp,o0tsBGxVcwl
2020 HF6 - Hospital Outpatients,Gynaeological case,Gynaeological case,GYNAE_CASE,default,QVNgx0nuyW0,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Headcount (all services),Headcount (all services),HEADCOUNT_ALL,0-59m_X,n0lUlnuMZFi,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Headcount (all services),Headcount (all services),HEADCOUNT_ALL,5+y_X,n0lUlnuMZFi,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Hepatitis (all types),Hepatitis (all types),HEPATITIS_ALL,default,YiPqczK7SPn,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Hypertension Screening,Hypertension Screening,HYPERTENSION_SCREENING,default,TXoxi2HDgsm,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Hypertension follow-up,Hypertension follow-up,HYPERTENSION_FUP,default,Y0FzQlZLn0w,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Hypertension started treatment,Hypertension started treatment,HYPERTENSION_TREATMENT_START,default,dHSeLjI4DAa,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Malaria treated with ACT <24 hours,Malaria treated with ACT <24 hrs,MALARIA_TREATED_ACT_U24H,0-59m_X,wU8EdHifSLa,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Malaria treated with ACT <24 hours,Malaria treated with ACT <24 hrs,MALARIA_TREATED_ACT_U24H,15+y_X,wU8EdHifSLa,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Malaria treated with ACT <24 hours,Malaria treated with ACT <24 hrs,MALARIA_TREATED_ACT_U24H,5-14y_X,wU8EdHifSLa,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Malaria treated with ACT >24 hours,Malaria treated with ACT >24 hrs,MALARIA_TREATED_ACT_O24H,0-59m_X,XKTCuR0W3YN,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Malaria treated with ACT >24 hours,Malaria treated with ACT >24 hrs,MALARIA_TREATED_ACT_O24H,15+y_X,XKTCuR0W3YN,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Malaria treated with ACT >24 hours,Malaria treated with ACT >24 hrs,MALARIA_TREATED_ACT_O24H,5-14y_X,XKTCuR0W3YN,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Malaria treated without ACT <24 hours,Malaria treated without ACT <24 hrs,MALARIA_TREATED_WO_ACT_U24H,0-59m_X,PbzdJ49rv47,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Malaria treated without ACT <24 hours,Malaria treated without ACT <24 hrs,MALARIA_TREATED_WO_ACT_U24H,15+y_X,PbzdJ49rv47,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Malaria treated without ACT <24 hours,Malaria treated without ACT <24 hrs,MALARIA_TREATED_WO_ACT_U24H,5-14y_X,PbzdJ49rv47,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Malaria treated without ACT >24 hours,Malaria treated without ACT >24 hrs,MALARIA_TREATED_WO_ACT_O24H,0-59m_X,pTRTHnnh2Kb,m5T8uBNB8aN
2020 HF6 - Hospital Outpatients,Malaria treated without ACT >24 hours,Malaria treated without ACT >24 hrs,MALARIA_TREATED_WO_ACT_O24H,15+y_X,pTRTHnnh2Kb,zK1aiw8zFac
2020 HF6 - Hospital Outpatients,Malaria treated without ACT >24 hours,Malaria treated without ACT >24 hrs,MALARIA_TREATED_WO_ACT_O24H,5-14y_X,pTRTHnnh2Kb,j7j6iaknOFn
2020 HF6 - Hospital Outpatients,Medical case,Medical case,MEDICAL_CASE,default,lFHLkpZFQfK,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Mental Health/Disorder follow-up,Mental Health/Disorder follow-up,MENTAL_HEALTH_FUP,0-59m_X,HTu6ph6Faig,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Mental Health/Disorder follow-up,Mental Health/Disorder follow-up,MENTAL_HEALTH_FUP,5+y_X,HTu6ph6Faig,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Mental Health/Disorder new,Mental Health/Disorder new,MENTAL_HEALTH_NEW,0-59m_X,k5xMnMvWjCN,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Mental Health/Disorder new,Mental Health/Disorder new,MENTAL_HEALTH_NEW,5+y_X,k5xMnMvWjCN,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Mental health/Disorders/Psychiatric case,Mental Health/Disorders/Psychiatric case,MENTAL_HEALTH_PSYCH_CASE,default,azgFRalFYbW,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,OPD (New and follow-up curative),OPD (New and follow-up curative),HEADCOUNT_CURATIVE,0-59m_X,jkVioQxQcnk,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,OPD (New and follow-up curative),OPD (New and follow-up curative),HEADCOUNT_CURATIVE,5+y_X,jkVioQxQcnk,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Onchocerciasis,Onchocerciasis,ONCHOCERCIASIS,0-59m_X,WQAkp28Lid4,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Onchocerciasis,Onchocerciasis,ONCHOCERCIASIS,5+y_X,WQAkp28Lid4,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Orthopaedic case,Orthopaedic case,ORTHOPAEDIC_CASE,default,FKt39t9Lf8l,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Patient referred,Patient referred,HEADCOUNT_REFERRED,0-59m_X,CToYtFWqHZj,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Patient referred,Patient referred,HEADCOUNT_REFERRED,5+y_X,CToYtFWqHZj,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,STI - Genital Discharge,STI Genital Discharge,STI_GENITAL_DISCHARGE,10-14y_X,DdkDmLJHYbX,agZCDFpaKuZ
2020 HF6 - Hospital Outpatients,STI - Genital Discharge,STI Genital Discharge,STI_GENITAL_DISCHARGE,15-19y_X,DdkDmLJHYbX,PlBDX0AFcDS
2020 HF6 - Hospital Outpatients,STI - Genital Discharge,STI Genital Discharge,STI_GENITAL_DISCHARGE,20-24y_X,DdkDmLJHYbX,BbJN6RMpIEj
2020 HF6 - Hospital Outpatients,STI - Genital Discharge,STI Genital Discharge,STI_GENITAL_DISCHARGE,25+y_X,DdkDmLJHYbX,REWmlrNjcqF
2020 HF6 - Hospital Outpatients,STI - Genital Ulcer,STI Genital Ulcer,STI_GENITAL_GENITAL_ULCER,10-14y_X,CH4y3aL2Nsd,agZCDFpaKuZ
2020 HF6 - Hospital Outpatients,STI - Genital Ulcer,STI Genital Ulcer,STI_GENITAL_GENITAL_ULCER,15-19y_X,CH4y3aL2Nsd,PlBDX0AFcDS
2020 HF6 - Hospital Outpatients,STI - Genital Ulcer,STI Genital Ulcer,STI_GENITAL_GENITAL_ULCER,20-24y_X,CH4y3aL2Nsd,BbJN6RMpIEj
2020 HF6 - Hospital Outpatients,STI - Genital Ulcer,STI Genital Ulcer,STI_GENITAL_GENITAL_ULCER,25+y_X,CH4y3aL2Nsd,REWmlrNjcqF
2020 HF6 - Hospital Outpatients,STI - Other,STI Other,STI_OTHER,10-14y_X,NdbcYz6Oxil,agZCDFpaKuZ
2020 HF6 - Hospital Outpatients,STI - Other,STI Other,STI_OTHER,15-19y_X,NdbcYz6Oxil,PlBDX0AFcDS
2020 HF6 - Hospital Outpatients,STI - Other,STI Other,STI_OTHER,20-24y_X,NdbcYz6Oxil,BbJN6RMpIEj
2020 HF6 - Hospital Outpatients,STI - Other,STI Other,STI_OTHER,25+y_X,NdbcYz6Oxil,REWmlrNjcqF
2020 HF6 - Hospital Outpatients,Schistosomiasis,Schistosomiasis,SCHISTOSOMIASIS,0-59m_X,YZJBRhIjyMN,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Schistosomiasis,Schistosomiasis,SCHISTOSOMIASIS,5+y_X,YZJBRhIjyMN,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Sexual Assault,Sexual Assault,SEXUAL_ASSAULT,0-9y_X,zfnZKjlSAGx,v7S5rNn2kUr
2020 HF6 - Hospital Outpatients,Sexual Assault,Sexual Assault,SEXUAL_ASSAULT,10-14y_X,zfnZKjlSAGx,IO5GaijUisQ
2020 HF6 - Hospital Outpatients,Sexual Assault,Sexual Assault,SEXUAL_ASSAULT,15-19y_X,zfnZKjlSAGx,beJzDXmJFzj
2020 HF6 - Hospital Outpatients,Sexual Assault,Sexual Assault,SEXUAL_ASSAULT,20-24y_X,zfnZKjlSAGx,ENfegQ3aWUN
2020 HF6 - Hospital Outpatients,Sexual Assault,Sexual Assault,SEXUAL_ASSAULT,25+y_X,zfnZKjlSAGx,o0tsBGxVcwl
2020 HF6 - Hospital Outpatients,Snake bite,Snake bite,SNAKE_BITE,0-59m_X,UgqdDukL8Y2,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Snake bite,Snake bite,SNAKE_BITE,5+y_X,UgqdDukL8Y2,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Surgical case,Surgical case,SURGICAL_CASE,default,qbURxyTJeBQ,p6gxExvVbwI
2020 HF6 - Hospital Outpatients,Trachoma,Trachoma,TRACHOMA,0-59m_X,gXtiiZH4pHf,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Trachoma,Trachoma,TRACHOMA,5+y_X,gXtiiZH4pHf,YmxEkqHdy64
2020 HF6 - Hospital Outpatients,Worm Infestation,Worm Infestation,WORM_INFESTATION,0-59m_X,pllCN0DF9Li,HXqTYVuY7MO
2020 HF6 - Hospital Outpatients,Worm Infestation,Worm Infestation,WORM_INFESTATION,5+y_X,pllCN0DF9Li,YmxEkqHdy64
2020 PHUF1 - Outpatient Morbidity,Adverse Drug Reaction,Adverse Drug Reaction,ADVERSE_DRUG_REACTION,default,mOPCyWCAZTK,p6gxExvVbwI
2020 PHUF1 - Outpatient Morbidity,All other morbidities,All other morbidities,MORBIDITIES_OTHER,0-59m_X,Zzqk6XIJ7sf,HXqTYVuY7MO
2020 PHUF1 - Outpatient Morbidity,All other morbidities,All other morbidities,MORBIDITIES_OTHER,5+y_X,Zzqk6XIJ7sf,YmxEkqHdy64
2020 PHUF1 - Outpatient Morbidity,Child death - Cause unspecified,Child death Cause unspecified,CHILD_DEATH_CAUSE_UNSPECIFIED,1-59m_X,Nqb3KH7zRxD,A8dMUfhg6UE
2020 PHUF1 - Outpatient Morbidity,Child death - Cause unspecified,Child death Cause unspecified,CHILD_DEATH_CAUSE_UNSPECIFIED,10-14y_X,Nqb3KH7zRxD,TkMu3ASPYIt
2020 PHUF1 - Outpatient Morbidity,Child death - Cause unspecified,Child death Cause unspecified,CHILD_DEATH_CAUSE_UNSPECIFIED,5-9y_X,Nqb3KH7zRxD,cuvi0oNThtK
2020 PHUF1 - Outpatient Morbidity,Child death - Diarrhoea,Child death Diarrhoea,CHILD_DEATH_DIARRHOEA,1-59m_X,XUoRxBxT6io,A8dMUfhg6UE
2020 PHUF1 - Outpatient Morbidity,Child death - Diarrhoea,Child death Diarrhoea,CHILD_DEATH_DIARRHOEA,10-14y_X,XUoRxBxT6io,TkMu3ASPYIt
2020 PHUF1 - Outpatient Morbidity,Child death - Diarrhoea,Child death Diarrhoea,CHILD_DEATH_DIARRHOEA,5-9y_X,XUoRxBxT6io,cuvi0oNThtK
2020 PHUF1 - Outpatient Morbidity,Child death - HIV,Child death HIV,CHILD_DEATH_HIV,1-59m_X,IRnrKurieZl,A8dMUfhg6UE
2020 PHUF1 - Outpatient Morbidity,Child death - HIV,Child death HIV,CHILD_DEATH_HIV,10-14y_X,IRnrKurieZl,TkMu3ASPYIt
2020 PHUF1 - Outpatient Morbidity,Child death - HIV,Child death HIV,CHILD_DEATH_HIV,5-9y_X,IRnrKurieZl,cuvi0oNThtK
2020 PHUF1 - Outpatient Morbidity,Child death - Malaria,Child death Malaria,CHILD_DEATH_MALARIA,1-59m_X,r3HwIQFuQgM,A8dMUfhg6UE
2020 PHUF1 - Outpatient Morbidity,Child death - Malaria,Child death Malaria,CHILD_DEATH_MALARIA,10-14y_X,r3HwIQFuQgM,TkMu3ASPYIt
2020 PHUF1 - Outpatient Morbidity,Child death - Malaria,Child death Malaria,CHILD_DEATH_MALARIA,5-9y_X,r3HwIQFuQgM,cuvi0oNThtK
2020 PHUF1 - Outpatient Morbidity,Child death - Malnutrition,Child death Malnutrition,CHILD_DEATH_MALNUTRITION,1-59m_X,XZXrWcG0SYi,A8dMUfhg6UE
2020 PHUF1 - Outpatient Morbidity,Child death - Malnutrition,Child death Malnutrition,CHILD_DEATH_MALNUTRITION,10-14y_X,XZXrWcG0SYi,TkMu3ASPYIt
2020 PHUF1 - Outpatient Morbidity,Child death - Malnutrition,Child death Malnutrition,CHILD_DEATH_MALNUTRITION,5-9y_X,XZXrWcG0SYi,cuvi0oNThtK
2020 PHUF1 - Outpatient Morbidity,Child death - Other specified causes,Child death Other specified causes,CHILD_DEATH_OTHER_SPECIFIED_CAUSES,1-59m_X,apXBB3MkAkE,A8dMUfhg6UE
2020 PHUF1 - Outpatient Morbidity,Child death - Other specified causes,Child death Other specified causes,CHILD_DEATH_OTHER_SPECIFIED_CAUSES,10-14y_X,apXBB3MkAkE,TkMu3ASPYIt
2020 PHUF1 - Outpatient Morbidity,Child death - Other specified causes,Child death Other specified causes,CHILD_DEATH_OTHER_SPECIFIED_CAUSES,5-9y_X,apXBB3MkAkE,cuvi0oNThtK
2020 PHUF1 - Outpatient Morbidity,Child death - Pneumonia,Child death Pneumonia,CHILD_DEATH_PNEUMONIA,1-59m_X,S1B1HvII8vt,A8dMUfhg6UE
2020 PHUF1 - Outpatient Morbidity,Child death - Pneumonia,Child death Pneumonia,CHILD_DEATH_PNEUMONIA,10-14y_X,S1B1HvII8vt,TkMu3ASPYIt
2020 PHUF1 - Outpatient Morbidity,Child death - Pneumonia,Child death Pneumonia,CHILD_DEATH_PNEUMONIA,5-9y_X,S1B1HvII8vt,cuvi0oNThtK
2020 PHUF1 - Outpatient Morbidity,Child death - Trauma,Child death Trauma,CHILD_DEATH_TRAUMA,1-59m_X,rwHcslomMSu,A8dMUfhg6UE
2020 PHUF1 - Outpatient Morbidity,Child death - Trauma,Child death Trauma,CHILD_DEATH_TRAUMA,10-14y_X,rwHcslomMSu,TkMu3ASPYIt
2020 PHUF1 - Outpatient Morbidity,Child death - Trauma,Child death Trauma,CHILD_DEATH_TRAUMA,5-9y_X,rwHcslomMSu,cuvi0oNThtK
2020 PHUF1 - Outpatient Morbidity,Child diagnosed with pneumonia,Child diagnosed with pneumonia,CHILD_PNEUMONIA,1-59m_X,O39QssfQQ4g,FixiELgKoS8
2020 PHUF1 - Outpatient Morbidity,Child diagnosed with pneumonia,Child diagnosed with pneumonia,CHILD_PNEUMONIA,5-9y_X,O39QssfQQ4g,d1JWZk9UG4F
